Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Label
10626,99,1,0,0,0,0.0,0.0,6,6,6.0,0.0,60606.06061,20202.0202,99.0,0.0,99,99,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,10101.0101,10101.0101,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1060,50,1,0,0,0,0.0,0.0,6,6,6.0,0.0,120000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,20000.0,20000.0,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,6267636,9,710,517,0,78.88888889,172.6567726,2307,0,910.1666667,960.3958385,984.5817466,2.393246832,447688.2857,1429772.782,5399600,3,6267636,783454.5,1870564.83,5399600,3,556399,111279.8,151644.9905,279641.0,49.0,296.0,200.0,1.435948099,0.957298733,0.0,2307.0,385.6875,706.9482507,499775.8292,0.0,1.0,0.0,411.4,710.0,29200.0,130.0,3.0,32.0,868033.0,868033.0,868033.0,5399600.0,5399600.0,5399600.0,1
53,23040,1,49,49,49,49.0,0.0,65,65,65.0,0.0,4947.916667,86.80555556,23040.0,0.0,23040,23040,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,32.0,40.0,43.40277778,43.40277778,49.0,65.0,54.33333333,9.237604307,85.33333333,0.0,0.0,0.0,81.5,49.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,23414,1,56,56,56,56.0,0.0,72,72,72.0,0.0,5466.814726,85.4189801,23414.0,0.0,23414,23414,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,32.0,32.0,42.70949005,42.70949005,56.0,72.0,61.33333333,9.237604307,85.33333333,0.0,0.0,0.0,92.0,56.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
587,64,1,2,2,2,2.0,0.0,6,6,6.0,0.0,125000.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,15625.0,15625.0,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1092,85,1,2,2,2,2.0,0.0,6,6,6.0,0.0,94117.64706,23529.41176,85.0,0.0,85,85,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,11764.70588,11764.70588,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53802,10421,3,43,31,6,14.33333333,14.43375673,6,6,6.0,0.0,4702.04395,383.8403224,3473.666667,6011.371086,10415,2,10419,5209.5,7361.688699,10415,4,0,0.0,0.0,0.0,0.0,60.0,20.0,287.8802418,95.96008061,6.0,31.0,11.0,11.18033989,125.0,0.0,0.0,1.0,13.75,43.0,980.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,146,2,12,6,6,6.0,0.0,0,0,0.0,0.0,82191.78082,13698.63014,146.0,0.0,146,146,146,146.0,0.0,146,146,0,0.0,0.0,0.0,0.0,40.0,0.0,13698.63014,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9.0,12.0,251.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,153,2,82,41,41,41.0,0.0,69,69,69.0,0.0,1437908.497,26143.79085,51.0,49.03060269,101,3,3,3.0,0.0,3,3,49,49.0,0.0,49.0,49.0,40.0,40.0,13071.89542,13071.89542,41.0,69.0,52.2,15.33623161,235.2,0.0,0.0,0.0,65.25,82.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,60518,1,58,58,58,58.0,0.0,186,186,186.0,0.0,4031.85829,33.04801877,60518.0,0.0,60518,60518,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,32.0,16.52400939,16.52400939,58.0,186.0,100.6666667,73.90083446,5461.333333,0.0,0.0,0.0,151.0,58.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
54328,33,1,0,0,0,0.0,0.0,6,6,6.0,0.0,181818.1818,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,30303.0303,30303.0303,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9110,115,1,2,2,2,2.0,0.0,6,6,6.0,0.0,69565.21739,17391.30435,115.0,0.0,115,115,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,8695.652174,8695.652174,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,61512,2,60,30,30,30.0,0.0,132,132,132.0,0.0,5267.264924,65.02796202,20504.0,35471.5423,61463,1,48,48.0,0.0,48,48,1,1.0,0.0,1.0,1.0,40.0,40.0,32.51398101,32.51398101,30.0,132.0,70.8,55.86770087,3121.2,0.0,0.0,0.0,88.5,60.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55001,25,1,6,6,6,6.0,0.0,6,6,6.0,0.0,480000.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,20.0,40000.0,40000.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,115.0,255.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,832,2,104,52,52,52.0,0.0,112,112,112.0,0.0,394230.7692,4807.692308,277.3333333,473.4272207,824,4,4,4.0,0.0,4,4,4,4.0,0.0,4.0,4.0,40.0,40.0,2403.846154,2403.846154,52.0,112.0,76.0,32.86335345,1080.0,0.0,0.0,0.0,95.0,104.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,88,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22727.27273,88.0,0.0,88,88,88,88.0,0.0,88,88,0,0.0,0.0,0.0,0.0,64.0,0.0,22727.27273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,400.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,14751607,4,31,31,0,7.75,15.5,0,0,0.0,0.0,2.101465962,0.406735348,2950321.4,4430018.587,10000000,2,14800000,4917202.333,5027412.324,10000000,2,10000000,10000000.0,0.0,10000000.0,10000000.0,128.0,64.0,0.271156898,0.135578449,0.0,31.0,4.428571429,11.71689866,137.2857143,0.0,0.0,1.0,5.166666667,31.0,1602.0,365.0,1.0,32.0,36174.0,36174.0,36174.0,10000000.0,10000000.0,10000000.0,1
15004,11,1,0,0,0,0.0,0.0,6,6,6.0,0.0,545454.5455,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,90909.09091,90909.09091,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,48048,2,70,35,35,35.0,0.0,127,127,127.0,0.0,6743.256743,83.25008325,16016.0,27736.19565,48043,1,4,4.0,0.0,4,4,1,1.0,0.0,1.0,1.0,80.0,80.0,41.62504163,41.62504163,35.0,127.0,71.8,50.39047529,2539.2,0.0,0.0,0.0,89.75,70.0,-1.0,-1.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,23307,1,50,50,50,50.0,0.0,66,66,66.0,0.0,4977.045523,85.8111297,23307.0,0.0,23307,23307,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,20.0,42.90556485,42.90556485,50.0,66.0,55.33333333,9.237604307,85.33333333,0.0,0.0,0.0,83.0,50.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5963,39,1,2,2,2,2.0,0.0,6,6,6.0,0.0,205128.2051,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,25641.02564,25641.02564,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,309,3,31,31,0,10.33333333,17.89785834,0,0,0.0,0.0,100323.6246,9708.737864,154.5,214.2533547,306,3,309,154.5,214.2533547,306,3,0,0.0,0.0,0.0,0.0,96.0,0.0,9708.737864,0.0,0.0,31.0,7.75,15.5,240.25,0.0,0.0,1.0,10.33333333,31.0,29835.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
123,66093965,2,96,48,48,48.0,0.0,48,48,48.0,0.0,2.904955089,0.060519898,22000000.0,38000000.0,65900000,94050,66000000,66000000.0,0.0,66000000,66000000,66000000,66000000.0,0.0,66000000.0,66000000.0,52.0,52.0,0.030259949,0.030259949,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,60.0,96.0,-1.0,-1.0,1.0,20.0,94092.0,94092.0,94092.0,65900000.0,65900000.0,65900000.0,1
8854,46,1,6,6,6,6.0,0.0,6,6,6.0,0.0,260869.5652,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,20.0,21739.13043,21739.13043,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,31.0,252.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1500,73,1,2,2,2,2.0,0.0,6,6,6.0,0.0,109589.0411,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,13698.63014,13698.63014,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,249,2,92,46,46,46.0,0.0,174,174,174.0,0.0,1767068.273,16064.25703,83.0,62.35382907,155,47,47,47.0,0.0,47,47,47,47.0,0.0,47.0,47.0,64.0,64.0,8032.128514,8032.128514,46.0,174.0,97.2,70.10848736,4915.2,0.0,0.0,0.0,121.5,92.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,1766030,9,703,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,2634.723079,11.32483593,92948.94737,173071.7927,623081,1,1047190,130898.75,197904.671,601898,226,1670601,167060.1,220225.3808,623081.0,1.0,296.0,360.0,5.096176169,6.228659762,0.0,1448.0,221.5714286,434.4990876,188789.4571,0.0,1.0,0.0,232.65,703.0,29200.0,252.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1090,15,1,0,0,0,0.0,0.0,6,6,6.0,0.0,400000.0,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,66666.66667,66666.66667,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1126,17,1,0,0,0,0.0,0.0,6,6,6.0,0.0,352941.1765,117647.0588,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,58823.52941,58823.52941,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
481,37,1,2,2,2,2.0,0.0,6,6,6.0,0.0,216216.2162,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,27027.02703,27027.02703,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35156,32173,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,93.24588941,16086.5,22673.37894,32119,54,32173,32173.0,0.0,32173,32173,0,0.0,0.0,0.0,0.0,64.0,32.0,62.16392627,31.08196314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0,403.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,202156,10,548,191,0,54.8,70.62388642,1430,0,558.5714286,639.6243317,22052.27646,84.09347237,12634.75,19067.18527,44212,3,202156,22461.77778,21465.72741,46184,3,134948,22491.33333,36737.2949,88449.0,3.0,212.0,152.0,49.46674845,34.62672392,0.0,1430.0,247.6666667,460.789093,212326.5882,0.0,1.0,0.0,262.2352941,548.0,8192.0,343.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,61097,4,124,31,31,31.0,0.0,127,127,127.0,0.0,6186.883153,98.20449449,12219.4,23722.76053,54339,3,54391,18130.33333,31357.63361,54339,3,4,4.0,0.0,4.0,4.0,128.0,64.0,65.46966299,32.7348315,31.0,127.0,58.42857143,46.8432035,2194.285714,0.0,0.0,0.0,68.16666667,124.0,-1.0,-1.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,100921,1,6,6,6,6.0,0.0,6,6,6.0,0.0,118.904886,19.817481,100921.0,0.0,100921,100921,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,20.0,9.9087405,9.9087405,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,16431.0,120.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
49161,38,1,2,2,2,2.0,0.0,6,6,6.0,0.0,210526.3158,52631.57895,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,26315.78947,26315.78947,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,95099,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.03071536,95099.0,0.0,95099,95099,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,32.0,32.0,10.51535768,10.51535768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,304.0,252.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,49444,1,52,52,52,52.0,0.0,80,80,80.0,0.0,2669.686919,40.4498018,49444.0,0.0,49444,49444,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,20.0,20.2249009,20.2249009,52.0,80.0,61.33333333,16.16580754,261.3333333,0.0,0.0,0.0,92.0,52.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
54966,3,1,6,6,6,6.0,0.0,2,2,2.0,0.0,2666666.667,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,20.0,24.0,333333.3333,333333.3333,2.0,6.0,4.666666667,2.309401077,5.333333333,1.0,0.0,1.0,7.0,6.0,0.0,1024.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,5474325,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.730683692,1824775.0,3159839.194,5473443,123,5474325,2737162.5,3869684.994,5473443,882,0,0.0,0.0,0.0,0.0,104.0,40.0,0.548012769,0.182670923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3372,78,1,0,0,0,0.0,0.0,6,6,6.0,0.0,76923.07692,25641.02564,78.0,0.0,78,78,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,12820.51282,12820.51282,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
901,20,1,0,0,0,0.0,0.0,6,6,6.0,0.0,300000.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,50000.0,50000.0,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,166,2,46,23,23,23.0,0.0,23,23,23.0,0.0,554216.8675,24096.38554,55.33333333,56.35896853,115,3,3,3.0,0.0,3,3,48,48.0,0.0,48.0,48.0,64.0,64.0,12048.19277,12048.19277,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,28.75,46.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55555,19,1,0,0,0,0.0,0.0,6,6,6.0,0.0,315789.4737,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,52631.57895,52631.57895,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55888,17139,3,38,38,0,12.66666667,21.93931023,6,6,6.0,0.0,2567.244297,233.3858451,5713.0,9788.872101,17016,1,17139,8569.5,12117.68891,17138,1,0,0.0,0.0,0.0,0.0,96.0,20.0,175.0393839,58.34646129,0.0,38.0,16.4,19.86957473,394.8,0.0,0.0,1.0,20.5,38.0,349.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3659,63,1,0,0,0,0.0,0.0,6,6,6.0,0.0,95238.09524,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,15873.01587,15873.01587,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,49,2,12,6,6,6.0,0.0,0,0,0.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0.0,0.0,40.0,0.0,40816.32653,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9.0,12.0,16403.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,752435,10,1036,725,0,103.6,224.4079618,1806,0,445.6363636,755.131283,7891.711576,27.90938752,37621.75,71588.65499,176432,1,573907,63767.44444,86519.70787,179272,1,575995,57599.5,91664.83209,215616.0,1.0,332.0,360.0,13.29018453,14.61920299,0.0,1806.0,269.9090909,570.9049549,325932.4675,0.0,1.0,0.0,282.7619048,1036.0,65535.0,5416.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,207,2,68,34,34,34.0,0.0,131,131,131.0,0.0,1594202.899,19323.6715,69.0,114.3153533,201,3,3,3.0,0.0,3,3,3,3.0,0.0,3.0,3.0,64.0,64.0,9661.835749,9661.835749,34.0,131.0,72.8,53.12908808,2822.7,0.0,0.0,0.0,91.0,68.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2099,89,1,2,2,2,2.0,0.0,6,6,6.0,0.0,89887.64045,22471.91011,89.0,0.0,89,89,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,11235.95506,11235.95506,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,48571,4,140,35,35,35.0,0.0,67,67,67.0,0.0,5641.226246,123.5305017,9714.2,14058.15154,30733,3,30740,10246.66667,17741.6851,30733,3,3,3.0,0.0,3.0,3.0,80.0,40.0,82.35366783,41.17683391,35.0,67.0,44.14285714,15.61440117,243.8095238,0.0,0.0,0.0,51.5,140.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
256,138,1,2,2,2,2.0,0.0,6,6,6.0,0.0,57971.01449,14492.75362,138.0,0.0,138,138,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,7246.376812,7246.376812,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,196,2,102,51,51,51.0,0.0,67,67,67.0,0.0,1204081.633,20408.16327,65.33333333,74.52739988,147,1,1,1.0,0.0,1,1,48,48.0,0.0,48.0,48.0,64.0,64.0,10204.08163,10204.08163,51.0,67.0,57.4,8.76356092,76.8,0.0,0.0,0.0,71.75,102.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
41520,62,1,0,0,0,0.0,0.0,6,6,6.0,0.0,290322.5806,64516.12903,20.66666667,34.06366588,60,1,0,0.0,0.0,0,0,2,1.0,0.0,1.0,1.0,32.0,60.0,16129.03226,48387.09677,0.0,6.0,3.6,3.286335345,10.8,0.0,0.0,1.0,4.5,0.0,1039.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6510,54,1,0,0,0,0.0,0.0,6,6,6.0,0.0,111111.1111,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,18518.51852,18518.51852,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,24153,2,72,36,36,36.0,0.0,125,125,125.0,0.0,13331.67722,165.6108972,8051.0,13901.45564,24103,4,46,46.0,0.0,46,46,4,4.0,0.0,4.0,4.0,64.0,40.0,82.8054486,82.8054486,36.0,125.0,71.6,48.74730762,2376.3,0.0,0.0,0.0,89.5,72.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,5323071,8,1390,837,0,173.75,295.4738325,1460,0,487.5714286,583.4851775,902.2986919,2.817922211,380219.3571,1315732.384,4950549,3,372519,53217.0,39455.2885,103740,1392,5271353,878558.8333,2020541.05,5001317.0,3.0,172.0,152.0,1.502891846,1.315030365,0.0,1460.0,300.1875,455.8988512,207843.7625,0.0,1.0,0.0,320.2,1390.0,8192.0,18.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
49339,3,2,37,37,0,18.5,26.1629509,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0.0,0.0,64.0,0.0,666666.6667,0.0,0.0,37.0,24.66666667,21.36195996,456.3333333,0.0,0.0,1.0,37.0,37.0,1120.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,66420,1,42,42,42,42.0,0.0,170,170,170.0,0.0,3191.809696,30.11141223,66420.0,0.0,66420,66420,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,32.0,20.0,15.05570611,15.05570611,42.0,170.0,84.66666667,73.90083446,5461.333333,0.0,0.0,0.0,127.0,42.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,5560204,3,12,6,0,4.0,3.464101615,0,0,0.0,0.0,2.158194196,0.719398065,1853401.333,3179806.512,5525070,64,5560204,2780102.0,3881970.974,5525070,35134,0,0.0,0.0,0.0,0.0,72.0,32.0,0.539548549,0.179849516,0.0,6.0,2.4,3.286335345,10.8,0.0,1.0,0.0,3.0,12.0,8192.0,14480.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8500,60,1,2,2,2,2.0,0.0,6,6,6.0,0.0,133333.3333,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,24.0,20.0,16666.66667,16666.66667,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,1.0,0.0,5.0,2.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,31328,4,108,27,27,27.0,0.0,80,80,80.0,0.0,8554.6476,191.5219612,6265.6,13388.43943,30200,3,30206,10068.66667,17434.24608,30200,3,4,4.0,0.0,4.0,4.0,104.0,40.0,127.6813075,63.84065373,27.0,80.0,42.14285714,25.86135193,668.8095238,0.0,0.0,0.0,49.16666667,108.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,31000,4,136,34,34,34.0,0.0,99,99,99.0,0.0,17161.29032,258.0645161,4428.571429,9003.278326,24025,3,30848,10282.66667,17804.03893,30841,3,6971,2323.666667,4019.512574,6965.0,3.0,80.0,80.0,129.0322581,129.0322581,34.0,99.0,62.88888889,34.25800799,1173.611111,0.0,0.0,0.0,70.75,136.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1
211,13,1,0,0,0,0.0,0.0,6,6,6.0,0.0,461538.4615,153846.1538,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,40.0,20.0,76923.07692,76923.07692,0.0,6.0,2.0,3.464101615,12.0,0.0,1.0,0.0,3.0,0.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36945,57,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,32.0,32.0,17543.85965,17543.85965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,377.0,374.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,118084095,18,920,231,0,51.11111111,76.28112779,2920,0,887.2272727,857.5107903,173.0885095,0.33874164,3027797.308,13100000.0,58800000,19,118000000,6946123.235,19500000.0,58900000,48,118000000,5612672.429,17700000.0,58900000.0,47.0,372.0,452.0,0.152433738,0.186307902,0.0,2920.0,498.5121951,753.5990354,567911.5061,0.0,1.0,0.0,510.975,920.0,8192.0,127.0,17.0,20.0,196020.5,218094.0,173947.0,58700000.0,58800000.0,58600000.0,1
